id,voc_type_cd,voc_type_nm,voc_cnt,day_cnt
E1037983,8,품질,1,1
E1037983,12,업무협조,2,1
E1037984,6,청구 수/미납,1,1
E1037984,7,AS,1,1
E1037984,8,품질,1,1
E1037984,9,해지,4,1
E1037984,12,업무협조,2,2
E1037985,9,해지,1,1
E1037986,8,품질,1,1
E1037987,12,업무협조,1,1
E1037988,9,해지,1,1
E1037989,6,청구 수/미납,1,1
E1037990,1,가입,1,1
E1037991,1,가입,1,1
E1037991,4,이용,1,1
E1037991,10,혜택,1,1
E1037991,12,업무협조,2,2
E1037992,6,청구 수/미납,1,1
E1037992,12,업무협조,1,1
E1037993,5,변경/조회,1,1
E1037994,6,청구 수/미납,1,1
E1037995,1,가입,1,1
E1037995,4,이용,1,1
E1037995,6,청구 수/미납,1,1
E1037995,12,업무협조,2,1
E1037996,3,채널,1,1
E1037996,5,변경/조회,1,1
E1037996,6,청구 수/미납,2,2
E1037996,7,AS,2,1
E1037996,8,품질,1,1
E1037996,12,업무협조,2,1
E1037997,9,해지,1,1
E1037998,8,품질,1,1
E1037999,4,이용,1,1
E1037999,5,변경/조회,1,1
E1037999,6,청구 수/미납,1,1
E1037999,12,업무협조,1,1
E1038000,4,이용,1,1
E1038001,12,업무협조,1,1
E1038002,3,채널,1,1
E1038002,5,변경/조회,1,1
E1038003,9,해지,1,1
E1038004,5,변경/조회,1,1
E1038004,9,해지,1,1
E1038004,12,업무협조,1,1
E1038005,1,가입,2,2
E1038006,10,혜택,1,1
E1038007,6,청구 수/미납,2,2
E1038008,1,가입,1,1
E1038008,5,변경/조회,1,1
E1038008,12,업무협조,1,1
E1038009,9,해지,1,1
E1038010,9,해지,1,1
E1038011,12,업무협조,1,1
E1038012,9,해지,1,1
E1038013,6,청구 수/미납,1,1
E1038013,9,해지,1,1
E1038014,8,품질,1,1
E1038015,5,변경/조회,1,1
E1038015,6,청구 수/미납,1,1
E1038016,12,업무협조,1,1
E1038017,5,변경/조회,1,1
E1038018,9,해지,1,1
E1038019,6,청구 수/미납,1,1
E1038019,9,해지,1,1
E1038020,6,청구 수/미납,1,1
E1038021,9,해지,1,1
E1038021,12,업무협조,1,1
E1038022,12,업무협조,2,1
E1038023,10,혜택,1,1
E1038024,5,변경/조회,2,2
E1038024,9,해지,1,1
E1038025,9,해지,1,1
E1038026,6,청구 수/미납,1,1
E1038027,3,채널,1,1
E1038027,4,이용,1,1
E1038027,12,업무협조,1,1
E1038028,6,청구 수/미납,2,2
E1038028,12,업무협조,1,1
E1038029,5,변경/조회,2,2
E1038029,9,해지,1,1
E1038029,12,업무협조,1,1
E1038030,12,업무협조,1,1
E1038031,6,청구 수/미납,1,1
E1038031,8,품질,1,1
E1038032,3,채널,1,1
E1038032,9,해지,1,1
E1038033,9,해지,1,1
E1038034,6,청구 수/미납,1,1
E1038035,4,이용,1,1
E1038036,9,해지,1,1
E1038037,7,AS,1,1
E1038038,3,채널,3,1
E1038038,5,변경/조회,1,1
E1038038,8,품질,2,2
E1038038,9,해지,1,1
E1038038,12,업무협조,6,2
E1038039,6,청구 수/미납,1,1
E1038040,1,가입,1,1
E1038040,12,업무협조,1,1
E1038041,1,가입,1,1
E1038041,12,업무협조,1,1
E1038042,4,이용,2,2
E1038042,5,변경/조회,1,1
E1038042,12,업무협조,2,1
E1038043,1,가입,1,1
E1038044,1,가입,1,1
E1038044,4,이용,1,1
E1038044,12,업무협조,1,1
E1038045,7,AS,1,1
E1038045,8,품질,1,1
E1038045,12,업무협조,1,1
E1038046,6,청구 수/미납,1,1
E1038047,4,이용,1,1
E1038048,9,해지,1,1
E1038049,4,이용,1,1
E1038050,5,변경/조회,1,1
E1038051,1,가입,1,1
E1038052,9,해지,1,1
E1038053,5,변경/조회,1,1
E1038054,1,가입,1,1
E1038055,5,변경/조회,1,1
E1038056,5,변경/조회,1,1
E1038057,12,업무협조,1,1
E1038058,1,가입,1,1
E1038059,6,청구 수/미납,1,1
E1038060,8,품질,1,1
E1038061,9,해지,1,1
E1038062,5,변경/조회,1,1
E1038062,6,청구 수/미납,1,1
E1038062,12,업무협조,1,1
E1038063,3,채널,1,1
E1038064,5,변경/조회,1,1
E1038065,3,채널,1,1
E1038066,5,변경/조회,1,1
E1038066,6,청구 수/미납,1,1
E1038066,12,업무협조,1,1
E1038067,6,청구 수/미납,1,1
E1038068,5,변경/조회,1,1
E1038069,2,개통,1,1
E1038069,3,채널,1,1
E1038070,7,AS,1,1
E1038070,8,품질,1,1
E1038071,5,변경/조회,1,1
E1038072,5,변경/조회,1,1
E1038072,12,업무협조,1,1
E1038073,9,해지,1,1
E1038074,4,이용,1,1
E1038075,9,해지,2,1
E1038076,9,해지,2,2
E1038077,12,업무협조,1,1
E1038078,6,청구 수/미납,1,1
E1038079,9,해지,1,1
E1038080,9,해지,3,1
E1038080,12,업무협조,1,1
E1038081,12,업무협조,1,1
E1038082,8,품질,1,1
E1038083,5,변경/조회,2,1
E1038083,12,업무협조,1,1
E1038084,3,채널,1,1
E1038085,1,가입,1,1
E1038086,10,혜택,1,1
E1038087,5,변경/조회,1,1
E1038087,12,업무협조,1,1
E1038088,5,변경/조회,1,1
E1038088,10,혜택,1,1
E1038089,9,해지,1,1
E1038090,5,변경/조회,1,1
E1038091,1,가입,1,1
E1038092,4,이용,1,1
E1038093,5,변경/조회,1,1
E1038093,9,해지,1,1
E1038094,9,해지,1,1
E1038095,1,가입,1,1
E1038095,12,업무협조,1,1
E1038096,5,변경/조회,1,1
E1038097,3,채널,1,1
E1038097,12,업무협조,4,3
E1038098,5,변경/조회,1,1
E1038098,12,업무협조,1,1
E1038099,3,채널,1,1
E1038099,5,변경/조회,1,1
E1038100,4,이용,1,1
E1038101,1,가입,1,1
E1038102,1,가입,1,1
E1038103,8,품질,1,1
E1038104,6,청구 수/미납,1,1
E1038104,9,해지,1,1
E1038105,4,이용,2,2
E1038105,6,청구 수/미납,1,1
E1038105,12,업무협조,2,2
E1038106,1,가입,1,1
E1038107,12,업무협조,1,1
E1038108,9,해지,1,1
E1038109,1,가입,1,1
E1038110,6,청구 수/미납,1,1
E1038111,8,품질,1,1
E1038112,5,변경/조회,1,1
E1038113,9,해지,1,1
E1038114,1,가입,1,1
E1038114,5,변경/조회,1,1
E1038114,12,업무협조,1,1
E1038115,9,해지,1,1
E1038115,12,업무협조,1,1
E1038116,5,변경/조회,1,1
E1038117,12,업무협조,2,1
E1038118,4,이용,1,1
E1038118,12,업무협조,1,1
E1038119,1,가입,1,1
E1038120,5,변경/조회,1,1
E1038120,12,업무협조,2,1
E1038121,12,업무협조,1,1
E1038122,5,변경/조회,1,1
E1038123,9,해지,1,1
E1038123,12,업무협조,1,1
E1038124,2,개통,1,1
E1038124,5,변경/조회,1,1
E1038124,6,청구 수/미납,1,1
E1038124,7,AS,1,1
E1038124,12,업무협조,1,1
E1038125,6,청구 수/미납,1,1
E1038126,1,가입,1,1
E1038127,6,청구 수/미납,1,1
E1038128,12,업무협조,3,2
E1038129,5,변경/조회,1,1
E1038130,4,이용,1,1
E1038131,5,변경/조회,1,1
E1038132,6,청구 수/미납,1,1
E1038133,2,개통,5,3
E1038133,3,채널,2,2
E1038133,8,품질,1,1
E1038134,9,해지,1,1
E1038135,5,변경/조회,1,1
E1038136,9,해지,1,1
E1038136,12,업무협조,1,1
E1038137,7,AS,1,1
E1038137,8,품질,1,1
E1038138,9,해지,1,1
E1038139,12,업무협조,2,1
E1038140,6,청구 수/미납,1,1
E1038141,4,이용,1,1
E1038141,5,변경/조회,1,1
E1038142,9,해지,1,1
E1038143,8,품질,2,1
E1038144,12,업무협조,1,1
E1038145,9,해지,1,1
E1038146,1,가입,1,1
E1038146,12,업무협조,1,1
E1038147,6,청구 수/미납,2,2
E1038148,9,해지,1,1
E1038149,10,혜택,1,1
E1038150,1,가입,1,1
E1038150,4,이용,1,1
E1038150,10,혜택,2,2
E1038150,12,업무협조,1,1
E1038151,3,채널,1,1
E1038152,3,채널,1,1
E1038153,12,업무협조,1,1
E1038154,8,품질,1,1
E1038155,9,해지,1,1
E1038156,1,가입,1,1
E1038156,12,업무협조,1,1
E1038157,5,변경/조회,1,1
E1038158,6,청구 수/미납,1,1
E1038159,6,청구 수/미납,1,1
E1038160,6,청구 수/미납,1,1
E1038161,5,변경/조회,1,1
E1038162,7,AS,1,1
E1038162,8,품질,1,1
E1038163,4,이용,1,1
E1038164,1,가입,1,1
E1038165,1,가입,1,1
E1038166,1,가입,1,1
E1038166,2,개통,1,1
E1038167,1,가입,1,1
E1038168,1,가입,1,1
E1038169,9,해지,2,2
E1038170,3,채널,1,1
E1038170,6,청구 수/미납,2,2
E1038171,1,가입,1,1
E1038172,5,변경/조회,1,1
E1038173,1,가입,1,1
E1038174,10,혜택,1,1
E1038175,5,변경/조회,1,1
E1038176,9,해지,1,1
E1038177,4,이용,2,1
E1038177,10,혜택,1,1
E1038177,12,업무협조,1,1
E1038178,8,품질,1,1
E1038179,3,채널,1,1
E1038179,8,품질,1,1
E1038179,12,업무협조,2,1
E1038180,12,업무협조,1,1
E1038181,10,혜택,1,1
E1038182,6,청구 수/미납,2,2
E1038183,6,청구 수/미납,1,1
E1038183,12,업무협조,1,1
E1038184,12,업무협조,1,1
E1038185,12,업무협조,1,1
E1038186,6,청구 수/미납,3,2
E1038187,6,청구 수/미납,1,1
E1038187,12,업무협조,2,1
E1038188,4,이용,1,1
E1038188,6,청구 수/미납,1,1
E1038189,9,해지,1,1
E1038190,5,변경/조회,3,2
E1038190,12,업무협조,1,1
E1038191,10,혜택,1,1
E1038192,9,해지,1,1
E1038193,6,청구 수/미납,1,1
E1038193,9,해지,1,1
E1038194,9,해지,1,1
E1038195,6,청구 수/미납,1,1
E1038195,9,해지,5,4
E1038195,12,업무협조,2,1
E1038196,3,채널,1,1
E1038197,11,정보보호/언론보도,1,1
E1038198,9,해지,2,2
E1038199,6,청구 수/미납,1,1
E1038200,1,가입,1,1
E1038200,12,업무협조,1,1
E1038201,6,청구 수/미납,1,1
E1038202,4,이용,1,1
E1038202,8,품질,1,1
E1038202,12,업무협조,1,1
E1038203,6,청구 수/미납,1,1
E1038204,6,청구 수/미납,1,1
E1038205,6,청구 수/미납,1,1
E1038206,9,해지,1,1
E1038207,7,AS,1,1
E1038207,8,품질,1,1
E1038208,9,해지,3,2
E1038209,3,채널,4,3
E1038209,6,청구 수/미납,1,1
E1038210,6,청구 수/미납,1,1
E1038211,3,채널,1,1
E1038212,3,채널,1,1
E1038212,6,청구 수/미납,1,1
E1038213,5,변경/조회,1,1
E1038214,12,업무협조,1,1
E1038215,1,가입,1,1
E1038216,6,청구 수/미납,1,1
E1038217,6,청구 수/미납,1,1
E1038218,9,해지,1,1
E1038219,9,해지,1,1
E1038220,6,청구 수/미납,1,1
E1038221,3,채널,6,3
E1038222,4,이용,1,1
E1038223,6,청구 수/미납,1,1
E1038223,8,품질,1,1
E1038224,8,품질,2,2
E1038225,6,청구 수/미납,1,1
E1038226,8,품질,1,1
E1038227,4,이용,1,1
E1038227,6,청구 수/미납,2,2
E1038227,12,업무협조,3,3
E1038228,9,해지,2,2
E1038229,5,변경/조회,2,1
E1038230,5,변경/조회,1,1
E1038230,12,업무협조,1,1
E1038231,9,해지,1,1
E1038232,9,해지,1,1
E1038233,9,해지,1,1
E1038234,9,해지,1,1
E1038235,3,채널,2,2
E1038236,8,품질,1,1
E1038237,6,청구 수/미납,1,1
E1038238,6,청구 수/미납,1,1
E1038238,9,해지,1,1
E1038238,12,업무협조,1,1
E1038239,1,가입,1,1
E1038240,3,채널,1,1
E1038240,6,청구 수/미납,1,1
E1038241,7,AS,1,1
E1038241,8,품질,2,1
E1038241,12,업무협조,1,1
E1038242,6,청구 수/미납,1,1
E1038243,12,업무협조,2,1
E1038244,9,해지,1,1
E1038245,2,개통,1,1
E1038246,4,이용,1,1
E1038247,12,업무협조,1,1
E1038248,4,이용,2,1
E1038249,9,해지,1,1
E1038250,1,가입,1,1
E1038251,9,해지,1,1
E1038252,6,청구 수/미납,1,1
E1038253,9,해지,1,1
E1038254,6,청구 수/미납,1,1
E1038255,8,품질,1,1
E1038256,6,청구 수/미납,1,1
E1038257,6,청구 수/미납,1,1
E1038257,7,AS,1,1
E1038257,8,품질,1,1
E1038258,4,이용,1,1
E1038258,5,변경/조회,3,2
E1038258,6,청구 수/미납,3,2
E1038258,9,해지,1,1
E1038258,12,업무협조,1,1
E1038259,12,업무협조,1,1
E1038260,4,이용,1,1
E1038261,9,해지,1,1
E1038262,8,품질,1,1
E1038263,1,가입,1,1
E1038264,1,가입,1,1
E1038265,9,해지,1,1
E1038265,12,업무협조,1,1
E1038266,9,해지,1,1
E1038267,5,변경/조회,1,1
E1038268,6,청구 수/미납,1,1
E1038269,4,이용,1,1
E1038269,9,해지,1,1
E1038269,12,업무협조,1,1
E1038270,9,해지,1,1
E1038271,6,청구 수/미납,2,2
E1038272,4,이용,1,1
E1038273,6,청구 수/미납,2,1
E1038274,10,혜택,1,1
E1038275,7,AS,1,1
E1038275,8,품질,1,1
E1038276,6,청구 수/미납,3,3
E1038277,9,해지,2,2
E1038277,12,업무협조,1,1
E1038278,12,업무협조,1,1
E1038279,9,해지,1,1
E1038280,5,변경/조회,1,1
E1038281,9,해지,1,1
E1038282,6,청구 수/미납,1,1
E1038282,9,해지,1,1
E1038283,7,AS,1,1
E1038283,8,품질,1,1
E1038284,5,변경/조회,1,1
E1038284,6,청구 수/미납,1,1
E1038284,12,업무협조,1,1
E1038285,9,해지,1,1
E1038286,1,가입,1,1
E1038287,9,해지,1,1
E1038287,12,업무협조,1,1
E1038288,3,채널,1,1
E1038288,4,이용,1,1
E1038289,3,채널,1,1
E1038289,6,청구 수/미납,1,1
E1038290,5,변경/조회,1,1
E1038291,6,청구 수/미납,1,1
E1038292,6,청구 수/미납,1,1
E1038292,12,업무협조,1,1
E1038293,1,가입,1,1
E1038293,8,품질,2,2
E1038294,9,해지,1,1
E1038295,9,해지,1,1
E1038295,12,업무협조,1,1
E1038296,5,변경/조회,1,1
E1038296,9,해지,2,1
E1038297,3,채널,1,1
E1038297,5,변경/조회,1,1
E1038297,12,업무협조,2,1
E1038298,5,변경/조회,1,1
E1038299,6,청구 수/미납,1,1
E1038300,1,가입,1,1
E1038300,2,개통,1,1
E1038300,9,해지,4,2
E1038300,12,업무협조,1,1
E1038301,5,변경/조회,2,2
E1038302,12,업무협조,1,1
E1038303,4,이용,1,1
E1038304,5,변경/조회,1,1
E1038305,12,업무협조,1,1
E1038306,8,품질,1,1
E1038306,12,업무협조,2,1
E1038307,9,해지,1,1
E1038308,3,채널,7,5
E1038309,1,가입,1,1
E1038309,3,채널,1,1
E1038310,9,해지,2,1
E1038311,4,이용,1,1
E1038312,4,이용,1,1
E1038313,5,변경/조회,3,1
E1038313,12,업무협조,2,1
E1038314,5,변경/조회,1,1
E1038314,12,업무협조,1,1
E1038315,9,해지,1,1
E1038316,1,가입,1,1
E1038316,6,청구 수/미납,1,1
E1038316,12,업무협조,1,1
E1038317,1,가입,1,1
E1038318,5,변경/조회,1,1
E1038319,5,변경/조회,1,1
E1038319,9,해지,1,1
E1038320,9,해지,1,1
E1038321,3,채널,1,1
E1038322,6,청구 수/미납,1,1
E1038323,12,업무협조,1,1
E1038324,8,품질,1,1
E1038324,12,업무협조,1,1
E1038325,1,가입,1,1
E1038326,4,이용,1,1
E1038327,4,이용,1,1
E1038328,6,청구 수/미납,1,1
E1038329,5,변경/조회,1,1
E1038329,12,업무협조,1,1
E1038330,6,청구 수/미납,1,1
E1038331,9,해지,2,1
E1038332,6,청구 수/미납,1,1
E1038333,12,업무협조,1,1
E1038334,6,청구 수/미납,1,1
E1038334,9,해지,1,1
E1038335,1,가입,1,1
E1038335,2,개통,1,1
E1038336,3,채널,1,1
E1038336,10,혜택,1,1
E1038337,9,해지,1,1
E1038337,12,업무협조,2,2
E1038338,1,가입,1,1
E1038338,12,업무협조,1,1
E1038339,6,청구 수/미납,1,1
E1038340,6,청구 수/미납,1,1
E1038341,1,가입,1,1
E1038342,6,청구 수/미납,1,1
E1038343,6,청구 수/미납,1,1
E1038343,12,업무협조,1,1
E1038344,6,청구 수/미납,1,1
E1038344,7,AS,2,2
E1038344,8,품질,1,1
E1038345,4,이용,1,1
E1038346,6,청구 수/미납,2,1
E1038347,5,변경/조회,1,1
E1038348,12,업무협조,1,1
E1038349,9,해지,1,1
E1038350,5,변경/조회,1,1
E1038351,5,변경/조회,1,1
E1038351,12,업무협조,1,1
E1038352,4,이용,1,1
E1038352,8,품질,1,1
E1038353,5,변경/조회,1,1
E1038354,6,청구 수/미납,1,1
E1038355,5,변경/조회,1,1
E1038356,4,이용,1,1
E1038356,12,업무협조,3,1
E1038357,9,해지,1,1
E1038358,1,가입,1,1
E1038359,12,업무협조,1,1
E1038360,5,변경/조회,1,1
E1038361,3,채널,1,1
E1038362,4,이용,1,1
E1038363,9,해지,1,1
E1038364,10,혜택,2,2
E1038365,7,AS,1,1
E1038365,8,품질,1,1
E1038366,6,청구 수/미납,1,1
E1038367,9,해지,2,1
E1038368,4,이용,1,1
E1038368,12,업무협조,1,1
E1038369,1,가입,1,1
E1038370,6,청구 수/미납,1,1
E1038370,9,해지,1,1
E1038371,6,청구 수/미납,1,1
E1038372,5,변경/조회,1,1
E1038372,12,업무협조,2,1
E1038373,12,업무협조,2,1
E1038374,5,변경/조회,1,1
E1038374,12,업무협조,1,1
E1038375,9,해지,2,1
E1038376,4,이용,1,1
E1038377,9,해지,1,1
E1038378,4,이용,1,1
E1038379,5,변경/조회,1,1
E1038380,6,청구 수/미납,1,1
E1038381,6,청구 수/미납,1,1
E1038382,1,가입,1,1
E1038383,1,가입,1,1
E1038384,9,해지,1,1
E1038385,9,해지,1,1
E1038386,1,가입,1,1
E1038387,4,이용,1,1
E1038387,8,품질,1,1
E1038387,12,업무협조,1,1
E1038388,9,해지,1,1
E1038389,6,청구 수/미납,1,1
E1038390,12,업무협조,1,1
E1038391,1,가입,2,1
E1038392,12,업무협조,1,1
E1038393,6,청구 수/미납,1,1
E1038394,5,변경/조회,1,1
E1038395,4,이용,1,1
E1038396,3,채널,1,1
E1038396,6,청구 수/미납,2,2
E1038396,12,업무협조,1,1
E1038397,8,품질,1,1
E1038398,6,청구 수/미납,1,1
E1038399,5,변경/조회,1,1
E1038400,6,청구 수/미납,1,1
E1038400,12,업무협조,1,1
E1038401,5,변경/조회,1,1
E1038402,5,변경/조회,1,1
E1038403,4,이용,1,1
E1038403,6,청구 수/미납,2,2
E1038404,8,품질,1,1
E1038405,6,청구 수/미납,1,1
E1038406,7,AS,1,1
E1038407,8,품질,2,1
E1038407,12,업무협조,1,1
E1038408,6,청구 수/미납,1,1
E1038409,6,청구 수/미납,2,2
E1038410,4,이용,1,1
E1038410,12,업무협조,1,1
E1038411,9,해지,1,1
E1038412,7,AS,1,1
E1038412,8,품질,1,1
E1038413,9,해지,1,1
E1038413,12,업무협조,1,1
E1038414,4,이용,1,1
E1038415,8,품질,1,1
E1038416,1,가입,1,1
E1038417,6,청구 수/미납,1,1
E1038418,1,가입,1,1
E1038419,12,업무협조,1,1
E1038420,6,청구 수/미납,1,1
E1038421,6,청구 수/미납,1,1
E1038422,5,변경/조회,1,1
E1038423,4,이용,1,1
E1038424,1,가입,1,1
E1038425,9,해지,2,1
E1038426,1,가입,1,1
E1038427,4,이용,1,1
E1038427,5,변경/조회,1,1
E1038428,6,청구 수/미납,1,1
E1038429,4,이용,1,1
E1038430,5,변경/조회,1,1
E1038431,5,변경/조회,2,2
E1038432,6,청구 수/미납,1,1
E1038433,7,AS,1,1
E1038433,8,품질,1,1
E1038434,6,청구 수/미납,2,2
E1038435,6,청구 수/미납,1,1
E1038436,11,정보보호/언론보도,1,1
E1038437,1,가입,1,1
E1038438,9,해지,1,1
E1038439,6,청구 수/미납,1,1
E1038440,6,청구 수/미납,1,1
E1038441,10,혜택,1,1
E1038441,12,업무협조,1,1
E1038442,5,변경/조회,1,1
E1038442,6,청구 수/미납,1,1
E1038443,9,해지,1,1
E1038444,9,해지,1,1
E1038444,12,업무협조,3,1
E1038445,9,해지,1,1
E1038446,11,정보보호/언론보도,1,1
E1038447,5,변경/조회,1,1
E1038448,6,청구 수/미납,1,1
E1038449,4,이용,1,1
E1038450,9,해지,1,1
E1038451,8,품질,1,1
E1038452,8,품질,1,1
E1038453,12,업무협조,3,2
E1038454,1,가입,1,1
E1038455,7,AS,1,1
E1038455,8,품질,2,2
E1038456,2,개통,1,1
E1038457,12,업무협조,1,1
E1038458,9,해지,1,1
E1038459,12,업무협조,2,2
E1038460,4,이용,1,1
E1038460,5,변경/조회,2,2
E1038460,6,청구 수/미납,2,1
E1038461,9,해지,2,2
E1038461,12,업무협조,1,1
E1038462,12,업무협조,1,1
E1038463,12,업무협조,1,1
E1038464,1,가입,1,1
E1038464,12,업무협조,2,2
E1038465,6,청구 수/미납,1,1
E1038466,3,채널,1,1
E1038467,4,이용,1,1
E1038467,11,정보보호/언론보도,1,1
E1038468,9,해지,2,1
E1038469,9,해지,1,1
E1038470,9,해지,2,2
E1038471,9,해지,2,2
E1038472,4,이용,1,1
E1038472,5,변경/조회,1,1
E1038472,12,업무협조,1,1
E1038473,4,이용,1,1
E1038473,12,업무협조,1,1
E1038474,7,AS,3,1
E1038474,8,품질,2,2
E1038474,12,업무협조,1,1
E1038475,6,청구 수/미납,1,1
E1038475,8,품질,2,1
E1038476,12,업무협조,1,1
E1038477,5,변경/조회,1,1
E1038478,2,개통,1,1
E1038478,3,채널,2,1
E1038478,5,변경/조회,1,1
E1038478,7,AS,2,2
E1038478,8,품질,1,1
E1038478,12,업무협조,1,1
E1038479,4,이용,1,1
E1038480,3,채널,1,1
E1038480,9,해지,5,2
E1038480,12,업무협조,1,1
E1038481,8,품질,1,1
E1038482,5,변경/조회,1,1
E1038483,7,AS,1,1
E1038483,8,품질,1,1
E1038484,8,품질,1,1
E1038484,12,업무협조,1,1
E1038485,3,채널,1,1
E1038485,5,변경/조회,1,1
E1038486,4,이용,1,1
E1038487,12,업무협조,1,1
E1038488,4,이용,2,2
E1038488,9,해지,1,1
E1038489,1,가입,1,1
E1038489,6,청구 수/미납,1,1
E1038489,9,해지,4,3
E1038490,8,품질,1,1
E1038491,6,청구 수/미납,1,1
E1038492,4,이용,1,1
E1038493,9,해지,1,1
E1038494,6,청구 수/미납,1,1
E1038495,6,청구 수/미납,1,1
E1038496,9,해지,1,1
E1038497,1,가입,1,1
E1038498,4,이용,1,1
E1038498,9,해지,2,1
E1038499,1,가입,1,1
E1038500,9,해지,1,1
E1038501,4,이용,1,1
E1038502,6,청구 수/미납,1,1
E1038502,12,업무협조,1,1
E1038503,1,가입,1,1
E1038503,12,업무협조,2,1
E1038504,3,채널,1,1
E1038505,9,해지,1,1
E1038506,6,청구 수/미납,1,1
E1038507,4,이용,1,1
E1038507,10,혜택,1,1
E1038508,1,가입,2,1
E1038508,12,업무협조,3,2
E1038509,12,업무협조,1,1
E1038510,3,채널,1,1
E1038511,8,품질,1,1
E1038512,1,가입,1,1
E1038512,2,개통,1,1
E1038513,1,가입,1,1
E1038514,5,변경/조회,1,1
E1038515,6,청구 수/미납,1,1
E1038516,8,품질,2,1
E1038517,8,품질,1,1
E1038518,5,변경/조회,1,1
E1038518,12,업무협조,3,2
E1038519,6,청구 수/미납,1,1
E1038520,5,변경/조회,1,1
E1038521,1,가입,1,1
E1038521,11,정보보호/언론보도,1,1
E1038522,5,변경/조회,1,1
E1038523,5,변경/조회,1,1
E1038524,3,채널,1,1
E1038525,5,변경/조회,1,1
E1038526,9,해지,1,1
E1038527,3,채널,1,1
E1038528,1,가입,1,1
E1038528,12,업무협조,1,1
E1038529,2,개통,2,1
E1038529,3,채널,1,1
E1038529,5,변경/조회,1,1
E1038529,6,청구 수/미납,1,1
E1038529,9,해지,1,1
E1038530,5,변경/조회,2,2
E1038531,6,청구 수/미납,1,1
E1038532,4,이용,1,1
E1038533,8,품질,1,1
E1038534,9,해지,1,1
E1038534,12,업무협조,1,1
E1038535,6,청구 수/미납,1,1
E1038536,5,변경/조회,1,1
E1038536,8,품질,2,1
E1038537,12,업무협조,1,1
E1038538,5,변경/조회,1,1
E1038538,12,업무협조,1,1
E1038539,1,가입,1,1
E1038540,9,해지,2,1
E1038541,9,해지,1,1
E1038542,4,이용,1,1
E1038543,3,채널,2,2
E1038543,5,변경/조회,1,1
E1038543,12,업무협조,1,1
E1038544,6,청구 수/미납,1,1
E1038545,12,업무협조,1,1
E1038546,5,변경/조회,1,1
E1038546,8,품질,2,2
E1038546,12,업무협조,1,1
E1038547,2,개통,1,1
E1038547,5,변경/조회,1,1
E1038547,9,해지,1,1
E1038547,12,업무협조,1,1
E1038548,1,가입,1,1
E1038549,9,해지,1,1
E1038550,9,해지,1,1
E1038551,1,가입,1,1
E1038551,9,해지,1,1
E1038552,3,채널,1,1
E1038552,5,변경/조회,1,1
E1038553,12,업무협조,1,1
E1038554,7,AS,1,1
E1038554,8,품질,2,2
E1038555,4,이용,1,1
E1038556,8,품질,1,1
E1038557,8,품질,1,1
E1038558,5,변경/조회,2,2
E1038559,6,청구 수/미납,1,1
E1038559,10,혜택,1,1
E1038560,9,해지,1,1
E1038561,12,업무협조,1,1
E1038562,3,채널,1,1
E1038563,5,변경/조회,1,1
E1038564,1,가입,1,1
E1038565,5,변경/조회,2,1
E1038566,7,AS,1,1
E1038566,8,품질,1,1
E1038567,6,청구 수/미납,1,1
E1038568,4,이용,1,1
E1038568,11,정보보호/언론보도,1,1
E1038569,1,가입,1,1
E1038570,9,해지,1,1
E1038571,7,AS,1,1
E1038571,9,해지,1,1
E1038572,6,청구 수/미납,1,1
E1038573,7,AS,2,1
E1038574,6,청구 수/미납,1,1
E1038575,8,품질,1,1
E1038575,12,업무협조,1,1
E1038576,8,품질,1,1
E1038576,12,업무협조,1,1
E1038577,5,변경/조회,1,1
E1038578,1,가입,1,1
E1038578,12,업무협조,1,1
E1038579,9,해지,1,1
E1038580,5,변경/조회,1,1
E1038580,12,업무협조,1,1
E1038581,9,해지,1,1
E1038582,12,업무협조,1,1
E1038583,8,품질,1,1
E1038584,3,채널,2,1
E1038584,9,해지,2,2
E1038585,9,해지,1,1
E1038586,6,청구 수/미납,1,1
E1038587,2,개통,1,1
E1038587,3,채널,1,1
E1038587,12,업무협조,1,1
E1038588,9,해지,1,1
E1038589,5,변경/조회,1,1
E1038589,6,청구 수/미납,1,1
E1038590,5,변경/조회,1,1
E1038590,9,해지,1,1
E1038590,12,업무협조,1,1
E1038591,1,가입,1,1
E1038592,5,변경/조회,1,1
E1038593,1,가입,1,1
E1038594,3,채널,2,1
E1038594,6,청구 수/미납,1,1
E1038594,9,해지,1,1
E1038594,12,업무협조,1,1
E1038595,5,변경/조회,2,2
E1038595,9,해지,1,1
E1038595,12,업무협조,2,1
E1038596,6,청구 수/미납,1,1
E1038597,4,이용,1,1
E1038598,6,청구 수/미납,1,1
E1038599,6,청구 수/미납,1,1
E1038599,12,업무협조,1,1
E1038600,2,개통,1,1
E1038600,3,채널,1,1
E1038600,8,품질,1,1
E1038601,5,변경/조회,1,1
E1038601,12,업무협조,1,1
E1038602,9,해지,1,1
E1038603,5,변경/조회,1,1
E1038604,5,변경/조회,1,1
E1038604,6,청구 수/미납,1,1
E1038604,12,업무협조,1,1
E1038605,1,가입,1,1
E1038605,12,업무협조,1,1
E1038606,6,청구 수/미납,1,1
E1038607,9,해지,1,1
E1038608,9,해지,1,1
E1038609,9,해지,1,1
E1038610,5,변경/조회,2,2
E1038611,9,해지,1,1
E1038612,6,청구 수/미납,1,1
E1038612,12,업무협조,1,1
E1038613,8,품질,1,1
E1038614,5,변경/조회,1,1
E1038615,7,AS,1,1
